Freq.	V(wyjscie)
1.19587939890798e+002	(3.13940209395847e+000dB,1.76640739360119e+002°)
1.20419739792889e+002	(3.25981468002270e+000dB,1.76617349525586e+002°)
1.21257325320835e+002	(3.38022726989396e+000dB,1.76593796491342e+002°)
1.22100736716848e+002	(3.50063986350172e+000dB,1.76570079111540e+002°)
1.22950014503044e+002	(3.62105246077103e+000dB,1.76546196232137e+002°)
1.23805199483395e+002	(3.74146506162227e+000dB,1.76522146690835e+002°)
1.24666332745683e+002	(3.86187766597108e+000dB,1.76497929317019e+002°)
1.25533455663483e+002	(3.98229027372813e+000dB,1.76473542931691e+002°)
1.26406609898144e+002	(4.10270288479893e+000dB,1.76448986347411e+002°)
1.27285837400790e+002	(4.22311549908371e+000dB,1.76424258368230e+002°)
1.28171180414343e+002	(4.34352811647720e+000dB,1.76399357789628e+002°)
1.29062681475544e+002	(4.46394073686843e+000dB,1.76374283398447e+002°)
1.29960383417001e+002	(4.58435336014053e+000dB,1.76349033972827e+002°)
1.30864329369249e+002	(4.70476598617056e+000dB,1.76323608282138e+002°)
1.31774562762815e+002	(4.82517861482926e+000dB,1.76298005086917e+002°)
1.32691127330314e+002	(4.94559124598087e+000dB,1.76272223138797e+002°)
1.33614067108543e+002	(5.06600387948284e+000dB,1.76246261180442e+002°)
1.34543426440598e+002	(5.18641651518571e+000dB,1.76220117945475e+002°)
1.35479249978008e+002	(5.30682915293276e+000dB,1.76193792158414e+002°)
1.36421582682877e+002	(5.42724179255980e+000dB,1.76167282534600e+002°)
1.37370469830044e+002	(5.54765443389500e+000dB,1.76140587780123e+002°)
1.38325957009262e+002	(5.66806707675850e+000dB,1.76113706591760e+002°)
1.39288090127384e+002	(5.78847972096221e+000dB,1.76086637656894e+002°)
1.40256915410570e+002	(5.90889236630956e+000dB,1.76059379653448e+002°)
1.41232479406509e+002	(6.02930501259515e+000dB,1.76031931249811e+002°)
1.42214828986655e+002	(6.14971765960450e+000dB,1.76004291104764e+002°)
1.43204011348480e+002	(6.27013030711372e+000dB,1.75976457867404e+002°)
1.44200074017737e+002	(6.39054295488929e+000dB,1.75948430177076e+002°)
1.45203064850750e+002	(6.51095560268754e+000dB,1.75920206663288e+002°)
1.46213032036708e+002	(6.63136825025458e+000dB,1.75891785945643e+002°)
1.47230024099984e+002	(6.75178089732571e+000dB,1.75863166633759e+002°)
1.48254089902464e+002	(6.87219354362528e+000dB,1.75834347327191e+002°)
1.49285278645894e+002	(6.99260618886617e+000dB,1.75805326615355e+002°)
1.50323639874246e+002	(7.11301883274954e+000dB,1.75776103077446e+002°)
1.51369223476100e+002	(7.23343147496434e+000dB,1.75746675282362e+002°)
1.52422079687034e+002	(7.35384411518697e+000dB,1.75717041788621e+002°)
1.53482259092047e+002	(7.47425675308093e+000dB,1.75687201144281e+002°)
1.54549812627980e+002	(7.59466938829625e+000dB,1.75657151886860e+002°)
1.55624791585970e+002	(7.71508202046923e+000dB,1.75626892543249e+002°)
1.56707247613913e+002	(7.83549464922188e+000dB,1.75596421629633e+002°)
1.57797232718942e+002	(7.95590727416151e+000dB,1.75565737651405e+002°)
1.58894799269930e+002	(8.07631989488025e+000dB,1.75534839103082e+002°)
1.60000000000005e+002	(8.19673251095456e+000dB,1.75503724468216e+002°)
1.61112888009080e+002	(8.31714512194476e+000dB,1.75472392219314e+002°)
1.62233516766409e+002	(8.43755772739445e+000dB,1.75440840817746e+002°)
1.63361940113156e+002	(8.55797032683007e+000dB,1.75409068713656e+002°)
1.64498212264976e+002	(8.67838291976027e+000dB,1.75377074345877e+002°)
1.65642387814625e+002	(8.79879550567543e+000dB,1.75344856141840e+002°)
1.66794521734584e+002	(8.91920808404698e+000dB,1.75312412517480e+002°)
1.67954669379696e+002	(9.03962065432694e+000dB,1.75279741877151e+002°)
1.69122886489826e+002	(9.16003321594717e+000dB,1.75246842613525e+002°)
1.70299229192543e+002	(9.28044576831884e+000dB,1.75213713107508e+002°)
1.71483754005812e+002	(9.40085831083174e+000dB,1.75180351728140e+002°)
1.72676517840714e+002	(9.52127084285358e+000dB,1.75146756832500e+002°)
1.73877578004175e+002	(9.64168336372940e+000dB,1.75112926765614e+002°)
1.75086992201724e+002	(9.76209587278075e+000dB,1.75078859860355e+002°)
1.76304818540263e+002	(9.88250836930503e+000dB,1.75044554437345e+002°)
1.77531115530861e+002	(1.00029208525747e+001dB,1.75010008804856e+002°)
1.78765942091561e+002	(1.01233333218366e+001dB,1.74975221258715e+002°)
1.80009357550215e+002	(1.02437457763109e+001dB,1.74940190082195e+002°)
1.81261421647333e+002	(1.03641582151907e+001dB,1.74904913545923e+002°)
1.82522194538953e+002	(1.04845706376408e+001dB,1.74869389907766e+002°)
1.83791736799531e+002	(1.06049830427970e+001dB,1.74833617412740e+002°)
1.85070109424852e+002	(1.07253954297652e+001dB,1.74797594292893e+002°)
1.86357373834959e+002	(1.08458077976205e+001dB,1.74761318767208e+002°)
1.87653591877106e+002	(1.09662201454062e+001dB,1.74724789041493e+002°)
1.88958825828731e+002	(1.10866324721329e+001dB,1.74688003308271e+002°)
1.90273138400441e+002	(1.12070447767773e+001dB,1.74650959746675e+002°)
1.91596592739035e+002	(1.13274570582814e+001dB,1.74613656522335e+002°)
1.92929252430528e+002	(1.14478693155515e+001dB,1.74576091787269e+002°)
1.94271181503214e+002	(1.15682815474567e+001dB,1.74538263679767e+002°)
1.95622444430737e+002	(1.16886937528282e+001dB,1.74500170324281e+002°)
1.96983106135193e+002	(1.18091059304579e+001dB,1.74461809831309e+002°)
1.98353231990244e+002	(1.19295180790974e+001dB,1.74423180297281e+002°)
1.99732887824264e+002	(1.20499301974565e+001dB,1.74384279804438e+002°)
2.01122139923499e+002	(1.21703422842023e+001dB,1.74345106420717e+002°)
2.02521055035251e+002	(1.22907543379574e+001dB,1.74305658199631e+002°)
2.03929700371089e+002	(1.24111663572992e+001dB,1.74265933180147e+002°)
2.05348143610071e+002	(1.25315783407580e+001dB,1.74225929386565e+002°)
2.06776452902005e+002	(1.26519902868158e+001dB,1.74185644828398e+002°)
2.08214696870716e+002	(1.27724021939048e+001dB,1.74145077500239e+002°)
2.09662944617345e+002	(1.28928140604059e+001dB,1.74104225381644e+002°)
2.11121265723670e+002	(1.30132258846473e+001dB,1.74063086437002e+002°)
2.12589730255449e+002	(1.31336376649027e+001dB,1.74021658615403e+002°)
2.14068408765785e+002	(1.32540493993897e+001dB,1.73979939850513e+002°)
2.15557372298518e+002	(1.33744610862683e+001dB,1.73937928060440e+002°)
2.17056692391635e+002	(1.34948727236389e+001dB,1.73895621147603e+002°)
2.18566441080711e+002	(1.36152843095407e+001dB,1.73853016998598e+002°)
2.20086690902366e+002	(1.37356958419501e+001dB,1.73810113484060e+002°)
2.21617514897755e+002	(1.38561073187781e+001dB,1.73766908458528e+002°)
2.23158986616072e+002	(1.39765187378691e+001dB,1.73723399760307e+002°)
2.24711180118087e+002	(1.40969300969987e+001dB,1.73679585211328e+002°)
2.26274169979703e+002	(1.42173413938713e+001dB,1.73635462617006e+002°)
2.27848031295539e+002	(1.43377526261184e+001dB,1.73591029766096e+002°)
2.29432839682540e+002	(1.44581637912963e+001dB,1.73546284430551e+002°)
2.31028671283607e+002	(1.45785748868839e+001dB,1.73501224365375e+002°)
2.32635602771258e+002	(1.46989859102802e+001dB,1.73455847308472e+002°)
2.34253711351308e+002	(1.48193968588021e+001dB,1.73410150980502e+002°)
2.35883074766584e+002	(1.49398077296821e+001dB,1.73364133084728e+002°)
2.37523771300656e+002	(1.50602185200656e+001dB,1.73317791306860e+002°)
2.39175879781598e+002	(1.51806292270082e+001dB,1.73271123314908e+002°)
2.40839479585779e+002	(1.53010398474735e+001dB,1.73224126759016e+002°)
2.42514650641672e+002	(1.54214503783298e+001dB,1.73176799271313e+002°)
2.44201473433698e+002	(1.55418608163479e+001dB,1.73129138465750e+002°)
2.45900029006090e+002	(1.56622711581975e+001dB,1.73081141937937e+002°)
2.47610398966791e+002	(1.57826814004452e+001dB,1.73032807264983e+002°)
2.49332665491369e+002	(1.59030915395503e+001dB,1.72984132005328e+002°)
2.51066911326969e+002	(1.60235015718625e+001dB,1.72935113698577e+002°)
2.52813219796289e+002	(1.61439114936186e+001dB,1.72885749865333e+002°)
2.54571674801583e+002	(1.62643213009386e+001dB,1.72836038007023e+002°)
2.56342360828688e+002	(1.63847309898229e+001dB,1.72785975605727e+002°)
2.58125362951089e+002	(1.65051405561485e+001dB,1.72735560124006e+002°)
2.59920766834005e+002	(1.66255499956653e+001dB,1.72684789004717e+002°)
2.61728658738499e+002	(1.67459593039928e+001dB,1.72633659670845e+002°)
2.63549125525633e+002	(1.68663684766157e+001dB,1.72582169525314e+002°)
2.65382254660631e+002	(1.69867775088802e+001dB,1.72530315950806e+002°)
2.67228134217088e+002	(1.71071863959902e+001dB,1.72478096309578e+002°)
2.69086852881198e+002	(1.72275951330028e+001dB,1.72425507943273e+002°)
2.70958499956018e+002	(1.73480037148240e+001dB,1.72372548172730e+002°)
2.72843165365756e+002	(1.74684121362045e+001dB,1.72319214297794e+002°)
2.74740939660091e+002	(1.75888203917353e+001dB,1.72265503597120e+002°)
2.76651914018527e+002	(1.77092284758423e+001dB,1.72211413327979e+002°)
2.78576180254770e+002	(1.78296363827825e+001dB,1.72156940726058e+002°)
2.80513830821141e+002	(1.79500441066383e+001dB,1.72102083005258e+002°)
2.82464958813020e+002	(1.80704516413126e+001dB,1.72046837357492e+002°)
2.84429657973313e+002	(1.81908589805240e+001dB,1.71991200952479e+002°)
2.86408022696961e+002	(1.83112661178008e+001dB,1.71935170937537e+002°)
2.88400148035476e+002	(1.84316730464757e+001dB,1.71878744437369e+002°)
2.90406129701502e+002	(1.85520797596805e+001dB,1.71821918553851e+002°)
2.92426064073419e+002	(1.86724862503397e+001dB,1.71764690365819e+002°)
2.94460048199971e+002	(1.87928925111646e+001dB,1.71707056928845e+002°)
2.96508179804929e+002	(1.89132985346475e+001dB,1.71649015275020e+002°)
2.98570557291789e+002	(1.90337043130550e+001dB,1.71590562412730e+002°)
3.00647279748495e+002	(1.91541098384212e+001dB,1.71531695326425e+002°)
3.02738446952202e+002	(1.92745151025418e+001dB,1.71472410976395e+002°)
3.04844159374071e+002	(1.93949200969663e+001dB,1.71412706298535e+002°)
3.06964518184096e+002	(1.95153248129912e+001dB,1.71352578204108e+002°)
3.09099625255962e+002	(1.96357292416531e+001dB,1.71292023579513e+002°)
3.11249583171943e+002	(1.97561333737205e+001dB,1.71231039286036e+002°)
3.13414495227828e+002	(1.98765371996863e+001dB,1.71169622159613e+002°)
3.15594465437887e+002	(1.99969407097600e+001dB,1.71107769010578e+002°)
3.17789598539863e+002	(2.01173438938594e+001dB,1.71045476623417e+002°)
3.20000000000012e+002	(2.02377467416022e+001dB,1.70982741756510e+002°)
3.22225776018162e+002	(2.03581492422971e+001dB,1.70919561141879e+002°)
3.24467033532821e+002	(2.04785513849353e+001dB,1.70855931484926e+002°)
3.26723880226314e+002	(2.05989531581809e+001dB,1.70791849464171e+002°)
3.28996424529954e+002	(2.07193545503620e+001dB,1.70727311730985e+002°)
3.31284775629253e+002	(2.08397555494602e+001dB,1.70662314909321e+002°)
3.33589043469171e+002	(2.09601561431017e+001dB,1.70596855595439e+002°)
3.35909338759394e+002	(2.10805563185460e+001dB,1.70530930357634e+002°)
3.38245772979655e+002	(2.12009560626761e+001dB,1.70464535735951e+002°)
3.40598458385088e+002	(2.13213553619873e+001dB,1.70397668241905e+002°)
3.42967508011627e+002	(2.14417542025761e+001dB,1.70330324358189e+002°)
3.45353035681430e+002	(2.15621525701287e+001dB,1.70262500538391e+002°)
3.47755156008352e+002	(2.16825504499096e+001dB,1.70194193206691e+002°)
3.50173984403450e+002	(2.18029478267487e+001dB,1.70125398757567e+002°)
3.52609637080529e+002	(2.19233446850295e+001dB,1.70056113555494e+002°)
3.55062231061724e+002	(2.20437410086760e+001dB,1.69986333934633e+002°)
3.57531884183124e+002	(2.21641367811395e+001dB,1.69916056198524e+002°)
3.60018715100433e+002	(2.22845319853853e+001dB,1.69845276619773e+002°)
3.62522843294669e+002	(2.24049266038783e+001dB,1.69773991439730e+002°)
3.65044389077910e+002	(2.25253206185690e+001dB,1.69702196868171e+002°)
3.67583473599065e+002	(2.26457140108785e+001dB,1.69629889082967e+002°)
3.70140218849706e+002	(2.27661067616838e+001dB,1.69557064229756e+002°)
3.72714747669920e+002	(2.28864988513015e+001dB,1.69483718421607e+002°)
3.75307183754216e+002	(2.30068902594725e+001dB,1.69409847738682e+002°)
3.77917651657464e+002	(2.31272809653449e+001dB,1.69335448227889e+002°)
3.80546276800886e+002	(2.32476709474574e+001dB,1.69260515902535e+002°)
3.83193185478072e+002	(2.33680601837217e+001dB,1.69185046741974e+002°)
3.85858504861058e+002	(2.34884486514047e+001dB,1.69109036691247e+002°)
3.88542363006430e+002	(2.36088363271100e+001dB,1.69032481660723e+002°)
3.91244888861477e+002	(2.37292231867588e+001dB,1.68955377525726e+002°)
3.93966212270389e+002	(2.38496092055707e+001dB,1.68877720126171e+002°)
3.96706463980491e+002	(2.39699943580433e+001dB,1.68799505266180e+002°)
3.99465775648532e+002	(2.40903786179320e+001dB,1.68720728713704e+002°)
4.02244279847001e+002	(2.42107619582283e+001dB,1.68641386200133e+002°)
4.05042110070506e+002	(2.43311443511386e+001dB,1.68561473419908e+002°)
4.07859400742180e+002	(2.44515257680612e+001dB,1.68480986030120e+002°)
4.10696287220146e+002	(2.45719061795638e+001dB,1.68399919650109e+002°)
4.13552905804014e+002	(2.46922855553593e+001dB,1.68318269861058e+002°)
4.16429393741435e+002	(2.48126638642819e+001dB,1.68236032205575e+002°)
4.19325889234693e+002	(2.49330410742617e+001dB,1.68153202187279e+002°)
4.22242531447343e+002	(2.50534171522992e+001dB,1.68069775270372e+002°)
4.25179460510901e+002	(2.51737920644387e+001dB,1.67985746879213e+002°)
4.28136817531573e+002	(2.52941657757410e+001dB,1.67901112397879e+002°)
4.31114744597038e+002	(2.54145382502557e+001dB,1.67815867169724e+002°)
4.34113384783272e+002	(2.55349094509920e+001dB,1.67730006496933e+002°)
4.37132882161424e+002	(2.56552793398896e+001dB,1.67643525640069e+002°)
4.40173381804736e+002	(2.57756478777878e+001dB,1.67556419817613e+002°)
4.43235029795514e+002	(2.58960150243946e+001dB,1.67468684205497e+002°)
4.46317973232148e+002	(2.60163807382544e+001dB,1.67380313936636e+002°)
4.49422360236177e+002	(2.61367449767149e+001dB,1.67291304100448e+002°)
4.52548339959409e+002	(2.62571076958931e+001dB,1.67201649742370e+002°)
4.55696062591082e+002	(2.63774688506404e+001dB,1.67111345863367e+002°)
4.58865679365083e+002	(2.64978283945069e+001dB,1.67020387419439e+002°)
4.62057342567218e+002	(2.66181862797039e+001dB,1.66928769321112e+002°)
4.65271205542518e+002	(2.67385424570666e+001dB,1.66836486432930e+002°)
4.68507422702619e+002	(2.68588968760145e+001dB,1.66743533572940e+002°)
4.71766149533172e+002	(2.69792494845117e+001dB,1.66649905512167e+002°)
4.75047542601315e+002	(2.70996002290253e+001dB,1.66555596974080e+002°)
4.78351759563200e+002	(2.72199490544833e+001dB,1.66460602634062e+002°)
4.81678959171561e+002	(2.73402959042307e+001dB,1.66364917118857e+002°)
4.85029301283347e+002	(2.74606407199848e+001dB,1.66268535006025e+002°)
4.88402946867399e+002	(2.75809834417893e+001dB,1.66171450823380e+002°)
4.91800058012184e+002	(2.77013240079667e+001dB,1.66073659048422e+002°)
4.95220797933585e+002	(2.78216623550695e+001dB,1.65975154107769e+002°)
4.98665330982741e+002	(2.79419984178306e+001dB,1.65875930376569e+002°)
5.02133822653941e+002	(2.80623321291113e+001dB,1.65775982177918e+002°)
5.05626439592583e+002	(2.81826634198489e+001dB,1.65675303782258e+002°)
5.09143349603169e+002	(2.83029922190019e+001dB,1.65573889406780e+002°)
5.12684721657380e+002	(2.84233184534944e+001dB,1.65471733214805e+002°)
5.16250725902183e+002	(2.85436420481584e+001dB,1.65368829315170e+002°)
5.19841533668013e+002	(2.86639629256752e+001dB,1.65265171761598e+002°)
5.23457317477002e+002	(2.87842810065141e+001dB,1.65160754552063e+002°)
5.27098251051269e+002	(2.89045962088704e+001dB,1.65055571628150e+002°)
5.30764509321265e+002	(2.90249084486012e+001dB,1.64949616874399e+002°)
5.34456268434179e+002	(2.91452176391594e+001dB,1.64842884117647e+002°)
5.38173705762400e+002	(2.92655236915260e+001dB,1.64735367126362e+002°)
5.41916999912040e+002	(2.93858265141404e+001dB,1.64627059609964e+002°)
5.45686330731516e+002	(2.95061260128290e+001dB,1.64517955218144e+002°)
5.49481879320186e+002	(2.96264220907314e+001dB,1.64408047540168e+002°)
5.53303828037057e+002	(2.97467146482249e+001dB,1.64297330104175e+002°)
5.57152360509543e+002	(2.98670035828468e+001dB,1.64185796376472e+002°)
5.61027661642286e+002	(2.99872887892145e+001dB,1.64073439760809e+002°)
5.64929917626043e+002	(3.01075701589436e+001dB,1.63960253597657e+002°)
5.68859315946629e+002	(3.02278475805631e+001dB,1.63846231163470e+002°)
5.72816045393927e+002	(3.03481209394292e+001dB,1.63731365669941e+002°)
5.76800296070956e+002	(3.04683901176359e+001dB,1.63615650263245e+002°)
5.80812259403008e+002	(3.05886549939235e+001dB,1.63499078023283e+002°)
5.84852128146842e+002	(3.07089154435847e+001dB,1.63381641962909e+002°)
5.88920096399945e+002	(3.08291713383676e+001dB,1.63263335027145e+002°)
5.93016359609863e+002	(3.09494225463765e+001dB,1.63144150092399e+002°)
5.97141114583583e+002	(3.10696689319699e+001dB,1.63024079965665e+002°)
6.01294559496994e+002	(3.11899103556553e+001dB,1.62903117383714e+002°)
6.05476893904408e+002	(3.13101466739818e+001dB,1.62781255012282e+002°)
6.09688318748146e+002	(3.14303777394289e+001dB,1.62658485445244e+002°)
6.13929036368196e+002	(3.15506034002929e+001dB,1.62534801203780e+002°)
6.18199250511928e+002	(3.16708235005699e+001dB,1.62410194735535e+002°)
6.22499166343890e+002	(3.17910378798357e+001dB,1.62284658413764e+002°)
6.26828990455661e+002	(3.19112463731223e+001dB,1.62158184536477e+002°)
6.31188930875777e+002	(3.20314488107909e+001dB,1.62030765325565e+002°)
6.35579197079731e+002	(3.21516450184019e+001dB,1.61902392925927e+002°)
6.40000000000028e+002	(3.22718348165808e+001dB,1.61773059404582e+002°)
6.44451552036329e+002	(3.23920180208805e+001dB,1.61642756749771e+002°)
6.48934067065647e+002	(3.25121944416403e+001dB,1.61511476870058e+002°)
6.53447760452633e+002	(3.26323638838406e+001dB,1.61379211593417e+002°)
6.57992849059912e+002	(3.27525261469539e+001dB,1.61245952666310e+002°)
6.62569551258511e+002	(3.28726810247913e+001dB,1.61111691752757e+002°)
6.67178086938347e+002	(3.29928283053454e+001dB,1.60976420433403e+002°)
6.71818677518793e+002	(3.31129677706288e+001dB,1.60840130204570e+002°)
6.76491545959314e+002	(3.32330991965077e+001dB,1.60702812477304e+002°)
6.81196916770181e+002	(3.33532223525318e+001dB,1.60564458576415e+002°)
6.85935016023258e+002	(3.34733370017589e+001dB,1.60425059739509e+002°)
6.90706071362864e+002	(3.35934429005751e+001dB,1.60284607116011e+002°)
6.95510312016709e+002	(3.37135397985103e+001dB,1.60143091766183e+002°)
7.00347968806905e+002	(3.38336274380479e+001dB,1.60000504660132e+002°)
7.05219274161063e+002	(3.39537055544309e+001dB,1.59856836676816e+002°)
7.10124462123453e+002	(3.40737738754609e+001dB,1.59712078603036e+002°)
7.15063768366253e+002	(3.41938321212934e+001dB,1.59566221132434e+002°)
7.20037430200871e+002	(3.43138800042264e+001dB,1.59419254864468e+002°)
7.25045686589344e+002	(3.44339172284842e+001dB,1.59271170303397e+002°)
7.30088778155824e+002	(3.45539434899946e+001dB,1.59121957857252e+002°)
7.35166947198136e+002	(3.46739584761609e+001dB,1.58971607836805e+002°)
7.40280437699418e+002	(3.47939618656276e+001dB,1.58820110454533e+002°)
7.45429495339846e+002	(3.49139533280394e+001dB,1.58667455823576e+002°)
7.50614367508437e+002	(3.50339325237945e+001dB,1.58513633956694e+002°)
7.55835303314934e+002	(3.51538991037908e+001dB,1.58358634765219e+002°)
7.61092553601776e+002	(3.52738527091659e+001dB,1.58202448058005e+002°)
7.66386370956150e+002	(3.53937929710298e+001dB,1.58045063540375e+002°)
7.71717009722122e+002	(3.55137195101907e+001dB,1.57886470813066e+002°)
7.77084726012866e+002	(3.56336319368736e+001dB,1.57726659371176e+002°)
7.82489777722960e+002	(3.57535298504318e+001dB,1.57565618603103e+002°)
7.87932424540783e+002	(3.58734128390501e+001dB,1.57403337789493e+002°)
7.93412927960988e+002	(3.59932804794410e+001dB,1.57239806102182e+002°)
7.98931551297069e+002	(3.61131323365328e+001dB,1.57075012603144e+002°)
8.04488559694007e+002	(3.62329679631494e+001dB,1.56908946243437e+002°)
8.10084220141017e+002	(3.63527868996816e+001dB,1.56741595862159e+002°)
8.15718801484366e+002	(3.64725886737507e+001dB,1.56572950185395e+002°)
8.21392574440297e+002	(3.65923727998626e+001dB,1.56402997825186e+002°)
8.27105811608034e+002	(3.67121387790533e+001dB,1.56231727278487e+002°)
8.32858787482876e+002	(3.68318860985255e+001dB,1.56059126926144e+002°)
8.38651778469392e+002	(3.69516142312756e+001dB,1.55885185031874e+002°)
8.44485062894692e+002	(3.70713226357112e+001dB,1.55709889741252e+002°)
8.50358921021807e+002	(3.71910107552593e+001dB,1.55533229080708e+002°)
8.56273635063152e+002	(3.73106780179639e+001dB,1.55355190956542e+002°)
8.62229489194082e+002	(3.74303238360741e+001dB,1.55175763153943e+002°)
8.68226769566551e+002	(3.75499476056215e+001dB,1.54994933336026e+002°)
8.74265764322854e+002	(3.76695487059867e+001dB,1.54812689042880e+002°)
8.80346763609478e+002	(3.77891264994557e+001dB,1.54629017690644e+002°)
8.86470059591034e+002	(3.79086803307648e+001dB,1.54443906570581e+002°)
8.92635946464302e+002	(3.80282095266341e+001dB,1.54257342848196e+002°)
8.98844720472361e+002	(3.81477133952897e+001dB,1.54069313562351e+002°)
9.05096679918824e+002	(3.82671912259742e+001dB,1.53879805624425e+002°)
9.11392125182169e+002	(3.83866422884453e+001dB,1.53688805817479e+002°)
9.17731358730174e+002	(3.85060658324615e+001dB,1.53496300795467e+002°)
9.24114685134442e+002	(3.86254610872565e+001dB,1.53302277082458e+002°)
9.30542411085043e+002	(3.87448272609998e+001dB,1.53106721071902e+002°)
9.37014845405245e+002	(3.88641635402448e+001dB,1.52909619025922e+002°)
9.43532299066350e+002	(3.89834690893640e+001dB,1.52710957074642e+002°)
9.50095085202637e+002	(3.91027430499704e+001dB,1.52510721215557e+002°)
9.56703519126407e+002	(3.92219845403251e+001dB,1.52308897312937e+002°)
9.63357918343130e+002	(3.93411926547315e+001dB,1.52105471097274e+002°)
9.70058602566702e+002	(3.94603664629151e+001dB,1.51900428164783e+002°)
9.76805893734805e+002	(3.95795050093885e+001dB,1.51693753976939e+002°)
9.83600116024376e+002	(3.96986073128028e+001dB,1.51485433860073e+002°)
9.90441595867178e+002	(3.98176723652826e+001dB,1.51275453005015e+002°)
9.97330661965489e+002	(3.99366991317479e+001dB,1.51063796466806e+002°)
1.00426764530789e+003	(4.00556865492185e+001dB,1.50850449164454e+002°)
1.01125287918517e+003	(4.01746335261046e+001dB,1.50635395880768e+002°)
1.01828669920635e+003	(4.02935389414809e+001dB,1.50418621262250e+002°)
1.02536944331477e+003	(4.04124016443444e+001dB,1.50200109819061e+002°)
1.03250145180437e+003	(4.05312204528568e+001dB,1.49979845925064e+002°)
1.03968306733603e+003	(4.06499941535695e+001dB,1.49757813817940e+002°)
1.04691463495401e+003	(4.07687215006332e+001dB,1.49533997599390e+002°)
1.05419650210255e+003	(4.08874012149896e+001dB,1.49308381235426e+002°)
1.06152901864254e+003	(4.10060319835467e+001dB,1.49080948556746e+002°)
1.06891253686837e+003	(4.11246124583367e+001dB,1.48851683259212e+002°)
1.07634741152481e+003	(4.12431412556570e+001dB,1.48620568904425e+002°)
1.08383399982409e+003	(4.13616169551931e+001dB,1.48387588920403e+002°)
1.09137266146304e+003	(4.14800380991245e+001dB,1.48152726602376e+002°)
1.09896375864038e+003	(4.15984031912126e+001dB,1.47915965113689e+002°)
1.10660765607412e+003	(4.17167106958706e+001dB,1.47677287486831e+002°)
1.11430472101910e+003	(4.18349590372161e+001dB,1.47436676624586e+002°)
1.12205532328458e+003	(4.19531465981046e+001dB,1.47194115301323e+002°)
1.12985983525210e+003	(4.20712717191465e+001dB,1.46949586164416e+002°)
1.13771863189327e+003	(4.21893326977044e+001dB,1.46703071735813e+002°)
1.14563209078786e+003	(4.23073277868735e+001dB,1.46454554413754e+002°)
1.15360059214192e+003	(4.24252551944432e+001dB,1.46204016474649e+002°)
1.16162451880603e+003	(4.25431130818411e+001dB,1.45951440075114e+002°)
1.16970425629369e+003	(4.26608995630587e+001dB,1.45696807254182e+002°)
1.17784019279990e+003	(4.27786127035592e+001dB,1.45440099935693e+002°)
1.18603271921974e+003	(4.28962505191681e+001dB,1.45181299930862e+002°)
1.19428222916717e+003	(4.30138109749452e+001dB,1.44920388941047e+002°)
1.20258911899400e+003	(4.31312919840398e+001dB,1.44657348560714e+002°)
1.21095378780882e+003	(4.32486914065286e+001dB,1.44392160280612e+002°)
1.21937663749630e+003	(4.33660070482370e+001dB,1.44124805491160e+002°)
1.22785807273640e+003	(4.34832366595426e+001dB,1.43855265486063e+002°)
1.23639850102387e+003	(4.36003779341639e+001dB,1.43583521466162e+002°)
1.24499833268779e+003	(4.37174285079319e+001dB,1.43309554543517e+002°)
1.25365798091133e+003	(4.38343859575472e+001dB,1.43033345745757e+002°)
1.26237786175156e+003	(4.39512477993213e+001dB,1.42754876020670e+002°)
1.27115839415947e+003	(4.40680114879041e+001dB,1.42474126241080e+002°)
1.28000000000007e+003	(4.41846744149974e+001dB,1.42191077209994e+002°)
1.28890310407267e+003	(4.43012339080553e+001dB,1.41905709666034e+002°)
1.29786813413130e+003	(4.44176872289720e+001dB,1.41618004289179e+002°)
1.30689552090528e+003	(4.45340315727583e+001dB,1.41327941706802e+002°)
1.31598569811983e+003	(4.46502640662074e+001dB,1.41035502500035e+002°)
1.32513910251703e+003	(4.47663817665507e+001dB,1.40740667210458e+002°)
1.33435617387670e+003	(4.48823816601047e+001dB,1.40443416347130e+002°)
1.34363735503760e+003	(4.49982606609107e+001dB,1.40143730393966e+002°)
1.35298309191864e+003	(4.51140156093676e+001dB,1.39841589817478e+002°)
1.36239383354037e+003	(4.52296432708594e+001dB,1.39536975074886e+002°)
1.37187003204653e+003	(4.53451403343794e+001dB,1.39229866622611e+002°)
1.38141214272574e+003	(4.54605034111513e+001dB,1.38920244925159e+002°)
1.39102062403343e+003	(4.55757290332496e+001dB,1.38608090464414e+002°)
1.40069593761382e+003	(4.56908136522213e+001dB,1.38293383749338e+002°)
1.41043854832214e+003	(4.58057536377088e+001dB,1.37976105326108e+002°)
1.42024892424692e+003	(4.59205452760791e+001dB,1.37656235788676e+002°)
1.43012753673252e+003	(4.60351847690571e+001dB,1.37333755789788e+002°)
1.44007486040175e+003	(4.61496682323695e+001dB,1.37008646052455e+002°)
1.45009137317870e+003	(4.62639916943975e+001dB,1.36680887381896e+002°)
1.46017755631166e+003	(4.63781510948436e+001dB,1.36350460677958e+002°)
1.47033389439628e+003	(4.64921422834135e+001dB,1.36017346948029e+002°)
1.48056087539885e+003	(4.66059610185158e+001dB,1.35681527320447e+002°)
1.49085899067970e+003	(4.67196029659825e+001dB,1.35342983058420e+002°)
1.50122873501688e+003	(4.68330636978130e+001dB,1.35001695574465e+002°)
1.51167060662988e+003	(4.69463386909450e+001dB,1.34657646445379e+002°)
1.52218510720356e+003	(4.70594233260547e+001dB,1.34310817427737e+002°)
